item_id,book_title,concept,domain,cluster_description,item_type,description,text,title,numbers,url,combined_text,standard,all_standards
277,Introductory Statistics,STATISTICS & PROBABILITY,Interpreting Categorical & Quantitative Data,"Summarize, represent, and interpret data on two categorical and quantitative variables",figure,,,,12.7,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:44891352-21cf-454b-b803-1cd2ffc828a4.xhtml,,HSS.ID.B.6.C,HSS.ID.B.6.C
278,Introductory Statistics,STATISTICS & PROBABILITY,Interpreting Categorical & Quantitative Data,"Summarize, represent, and interpret data on two categorical and quantitative variables",title,,Understanding and Interpreting the y-intercept,,,,Understanding and Interpreting the y-intercept,HSS.ID.B.6.C,HSS.ID.B.6.C
279,Introductory Statistics,STATISTICS & PROBABILITY,Interpreting Categorical & Quantitative Data,"Summarize, represent, and interpret data on two categorical and quantitative variables",figure,,,,12.8,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:44891352-21cf-454b-b803-1cd2ffc828a4.xhtml,,HSS.ID.B.6.C,HSS.ID.B.6.C
280,Introductory Statistics,STATISTICS & PROBABILITY,Interpreting Categorical & Quantitative Data,Interpret linear models,section,Linear Equations,,,12.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:4d23ed2a-403f-41a4-9665-a77a034c64b1.xhtml,Linear Equations,HSS.ID.C.7,HSS.ID.C.7
281,Introductory Statistics,STATISTICS & PROBABILITY,Interpreting Categorical & Quantitative Data,Interpret linear models,example,,,,12.4,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:4d23ed2a-403f-41a4-9665-a77a034c64b1.xhtml,,HSS.ID.C.7,HSS.ID.C.7
282,Introductory Statistics,STATISTICS & PROBABILITY,Interpreting Categorical & Quantitative Data,Interpret linear models,section,The Regression Equation,,,12.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:44891352-21cf-454b-b803-1cd2ffc828a4.xhtml,The Regression Equation,HSS.ID.C.8,HSS.ID.C.8
283,Introductory Statistics,STATISTICS & PROBABILITY,Interpreting Categorical & Quantitative Data,Interpret linear models,title,,The Correlation Coefficient r,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:fd60680f-dbb7-4a97-84b8-f352c3a6c141.xhtml,The Correlation Coefficient r,HSS.ID.C.8,HSS.ID.C.8
284,Introductory Statistics,STATISTICS & PROBABILITY,Interpreting Categorical & Quantitative Data,Interpret linear models,section,The Regression Equation,,,12.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:44891352-21cf-454b-b803-1cd2ffc828a4.xhtml,The Regression Equation,HSS.ID.C.9,HSS.ID.C.9
285,Introductory Statistics,STATISTICS & PROBABILITY,Interpreting Categorical & Quantitative Data,Interpret linear models,title,,The Correlation Coefficient r,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:fd60680f-dbb7-4a97-84b8-f352c3a6c141.xhtml,The Correlation Coefficient r,HSS.ID.C.9,HSS.ID.C.9
286,Introductory Statistics,STATISTICS & PROBABILITY,Interpreting Categorical & Quantitative Data,Interpret linear models,section,Testing the Significance of the Causation Coefficient,,,12.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:fd60680f-dbb7-4a97-84b8-f352c3a6c141.xhtml,Testing the Significance of the Causation Coefficient,HSS.ID.C.9,HSS.ID.C.9
287,Introductory Statistics,STATISTICS & PROBABILITY,Interpreting Categorical & Quantitative Data,Interpret linear models,title,,The hypothesis test,,,,The hypothesis test,HSS.ID.C.9,HSS.ID.C.9
288,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,Understand and evaluate random processes underlying statistical experiments,section,"Data, Sampling, and Variation in Data and Sampling",,,1.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:098e1a26-e612-4449-a45e-80fa23feba02.xhtml,"Data, Sampling, and Variation in Data and Sampling",HSS.IC.A.1,HSS.IC.A.1
289,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,Understand and evaluate random processes underlying statistical experiments,title,,Sampling,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:098e1a26-e612-4449-a45e-80fa23feba02.xhtml,Sampling,HSS.IC.A.1,HSS.IC.A.1
290,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,Understand and evaluate random processes underlying statistical experiments,table,,,,1.8,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:098e1a26-e612-4449-a45e-80fa23feba02.xhtml,,HSS.IC.A.1,HSS.IC.A.1
291,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,Understand and evaluate random processes underlying statistical experiments,section,Sampling Experiment,,,1.6,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:8bf3bdf5-5120-4cb1-96a9-73d769e443d7.xhtml,Sampling Experiment,HSS.IC.A.1,HSS.IC.A.1
292,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,Understand and evaluate random processes underlying statistical experiments,title,,Stats Lab,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:8bf3bdf5-5120-4cb1-96a9-73d769e443d7.xhtml,Stats Lab,HSS.IC.A.1,HSS.IC.A.1
293,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,Understand and evaluate random processes underlying statistical experiments,section,"Data, Sampling, and Variation in Data and Sampling",,,1.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:098e1a26-e612-4449-a45e-80fa23feba02.xhtml,"Data, Sampling, and Variation in Data and Sampling",HSS.IC.A.2,HSS.IC.A.2
294,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,Understand and evaluate random processes underlying statistical experiments,title,,Critical Evaluation,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:098e1a26-e612-4449-a45e-80fa23feba02.xhtml,Critical Evaluation,HSS.IC.A.2,HSS.IC.A.2
295,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",section,"Data, Sampling, and Variation in Data and Sampling",,,1.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:098e1a26-e612-4449-a45e-80fa23feba02.xhtml,"Data, Sampling, and Variation in Data and Sampling",HSS.IC.B.3,HSS.IC.B.3
296,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",title,,Sampling,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:098e1a26-e612-4449-a45e-80fa23feba02.xhtml,Sampling,HSS.IC.B.3,HSS.IC.B.3
297,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",table,,,,1.8,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:098e1a26-e612-4449-a45e-80fa23feba02.xhtml,,HSS.IC.B.3,HSS.IC.B.3
298,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",title,,"List of other sampling methods: stratified sample, the cluster sample, the systematic sample",,,,"List of other sampling methods: stratified sample, the cluster sample, the systematic sample",HSS.IC.B.3,HSS.IC.B.3
299,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",title,,Non-random sampling: Convenience sampling,,,,Non-random sampling: Convenience sampling,HSS.IC.B.3,HSS.IC.B.3
300,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",section,Experimental Design and Ethics,,,1.4,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:3e1fc4c6-b090-47c1-8170-8578198cc3f0.xhtml,Experimental Design and Ethics,HSS.IC.B.3,HSS.IC.B.3
301,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",title,,Introduction -experiments,,,,Introduction -experiments,HSS.IC.B.3,HSS.IC.B.3
302,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",title,,Observational studies,,,,Observational studies,HSS.IC.B.3,HSS.IC.B.3
303,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",example,,,,"1.20,1.21,1.22",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:3e1fc4c6-b090-47c1-8170-8578198cc3f0.xhtml,,HSS.IC.B.3,HSS.IC.B.3
304,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",section,Measures of the Center of the Data,,,2.5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:d9656d2a-5f02-4142-8bc1-8b5cb8feedf9.xhtml,Measures of the Center of the Data,HSS.IC.B.4,HSS.IC.B.4
305,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",title,,Calculating the Mean of Grouped Frequency Tables,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:d9656d2a-5f02-4142-8bc1-8b5cb8feedf9.xhtml,Calculating the Mean of Grouped Frequency Tables,HSS.IC.B.4,HSS.IC.B.4
306,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",example,,,,2.31,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:2404ff21-41a9-4acf-8acf-82f7cb997333.xhtml,,HSS.IC.B.4,HSS.IC.B.4
307,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",section,Discrete Distribution (Playing Card Experiment),,,4.7,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:42baa4ce-44ed-42b0-8afe-63b6bb29306d.xhtml,Discrete Distribution (Playing Card Experiment),HSS.IC.B.5,HSS.IC.B.5
308,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",title,,Stats Lab,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:42baa4ce-44ed-42b0-8afe-63b6bb29306d.xhtml,Stats Lab,HSS.IC.B.5,HSS.IC.B.5
309,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",title,,Organize the Data,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:42baa4ce-44ed-42b0-8afe-63b6bb29306d.xhtml,Organize the Data,HSS.IC.B.5,HSS.IC.B.5
310,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",title,,Discussion Questions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:42baa4ce-44ed-42b0-8afe-63b6bb29306d.xhtml,Discussion Questions,HSS.IC.B.5,HSS.IC.B.5
311,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",section,"Data, Sampling, and Variation in Data and Sampling",,,1.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:098e1a26-e612-4449-a45e-80fa23feba02.xhtml,"Data, Sampling, and Variation in Data and Sampling",HSS.IC.B.6,HSS.IC.B.6
312,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",title,,Critical Evaluation,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:098e1a26-e612-4449-a45e-80fa23feba02.xhtml,Critical Evaluation,HSS.IC.B.6,HSS.IC.B.6
313,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",section,Null and Alternative Hypotheses,,,9.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:5b48f9f4-3c8b-4907-bc19-6f77e7af4da9.xhtml,Null and Alternative Hypotheses,HSS.IC.B.6,HSS.IC.B.6
314,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",title,,Introduction,,,,Introduction,HSS.IC.B.6,HSS.IC.B.6
315,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",title,,Hypothesis test,,,,Hypothesis test,HSS.IC.B.6,HSS.IC.B.6
316,Introductory Statistics,STATISTICS & PROBABILITY,Making Inferences & Justifying Conclusions,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",example,,,,9.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:5b48f9f4-3c8b-4907-bc19-6f77e7af4da9.xhtml,,HSS.IC.B.6,HSS.IC.B.6
317,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,section,Terminology,,,3.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:1a2f7d70-9845-4401-b722-0600085b4fe1.xhtml,Terminology,HSS.CP.A.1,HSS.CP.A.1
318,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,title,,Experimental Probability of Event A,,,,Experimental Probability of Event A,HSS.CP.A.1,HSS.CP.A.1
319,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,title,,Or Event,,,,Or Event,HSS.CP.A.1,HSS.CP.A.1
320,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,title,,AND Event,,,,AND Event,HSS.CP.A.1,HSS.CP.A.1
321,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,title,,Conditional probability,,,,Conditional probability,HSS.CP.A.1,HSS.CP.A.1
322,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,title,,Understanding Terminology and Symbols,,,,Understanding Terminology and Symbols,HSS.CP.A.1,HSS.CP.A.1
323,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,example,,,,3.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:1a2f7d70-9845-4401-b722-0600085b4fe1.xhtml,,HSS.CP.A.1,HSS.CP.A.1
324,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,section,Independent and Mutually Exclusive Events,,,3.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:a8b607ef-d917-4e47-b7bf-98665fd50c68.xhtml,Independent and Mutually Exclusive Events,HSS.CP.A.2,HSS.CP.A.2
325,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,title,,Independent Events,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:a8b607ef-d917-4e47-b7bf-98665fd50c68.xhtml,Independent Events,HSS.CP.A.2,HSS.CP.A.2
326,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,example,,,,"3.9,3.10,3.12",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:a8b607ef-d917-4e47-b7bf-98665fd50c68.xhtml,,HSS.CP.A.2,HSS.CP.A.2
327,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,section,Terminology,,,3.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:1a2f7d70-9845-4401-b722-0600085b4fe1.xhtml,Terminology,HSS.CP.A.3,HSS.CP.A.3
328,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,title,,Experimental Probability of Event A,,,,Experimental Probability of Event A,HSS.CP.A.3,HSS.CP.A.3
329,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,title,,AND Event,,,,AND Event,HSS.CP.A.3,HSS.CP.A.3
330,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,title,,Conditional probability,,,,Conditional probability,HSS.CP.A.3,HSS.CP.A.3
331,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,title,,Understanding Terminology and Symbols,,,,Understanding Terminology and Symbols,HSS.CP.A.3,HSS.CP.A.3
332,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,example,,,,3.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:1a2f7d70-9845-4401-b722-0600085b4fe1.xhtml,,HSS.CP.A.3,HSS.CP.A.3
333,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,section,Contingency Tables,,,3.4,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:3428f908-8445-4b02-8b19-9806ddd8965e.xhtml,Contingency Tables,HSS.CP.A.3,HSS.CP.A.3
334,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,example,,,,3.20,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:3428f908-8445-4b02-8b19-9806ddd8965e.xhtml,,HSS.CP.A.3,HSS.CP.A.3
335,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,section,Contingency Tables,,,3.4,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:3428f908-8445-4b02-8b19-9806ddd8965e.xhtml,Contingency Tables,HSS.CP.A.4,HSS.CP.A.4
336,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,title,,Introduction - two-way table or contingency table,,,,Introduction - two-way table or contingency table,HSS.CP.A.4,HSS.CP.A.4
337,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,example,,,,"3.21,3.22,3.23",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:3428f908-8445-4b02-8b19-9806ddd8965e.xhtml,,HSS.CP.A.4,HSS.CP.A.4
338,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,section,Contingency Tables,,,3.4,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:3428f908-8445-4b02-8b19-9806ddd8965e.xhtml,Contingency Tables,HSS.CP.A.5,HSS.CP.A.5
339,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,title,,Introduction - two-way table or contingency table,,,,Introduction - two-way table or contingency table,HSS.CP.A.5,HSS.CP.A.5
340,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Understand independence and conditional probability and use them to interpret data,example,,,,3.21,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:3428f908-8445-4b02-8b19-9806ddd8965e.xhtml,,HSS.CP.A.5,HSS.CP.A.5
341,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Use the rules of probability to compute probabilities of compound events.,section,Independent and Mutually Exclusive Events,,,3.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:a8b607ef-d917-4e47-b7bf-98665fd50c68.xhtml,Independent and Mutually Exclusive Events,HSS.CP.B.6,HSS.CP.B.6
342,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Use the rules of probability to compute probabilities of compound events.,title,,Independent Events,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:a8b607ef-d917-4e47-b7bf-98665fd50c68.xhtml,Independent Events,HSS.CP.B.6,HSS.CP.B.6
343,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Use the rules of probability to compute probabilities of compound events.,title,,Dependent Events - Sampling without replacement,,,,Dependent Events - Sampling without replacement,HSS.CP.B.6,HSS.CP.B.6
344,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Use the rules of probability to compute probabilities of compound events.,example,,,,"3.4,3.5",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:a8b607ef-d917-4e47-b7bf-98665fd50c68.xhtml,,HSS.CP.B.6,HSS.CP.B.6
345,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Use the rules of probability to compute probabilities of compound events.,section,Two Basic Rules of Probability,,,3.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:d3fae018-cdd8-4b0c-83ae-f2c8ca655f21.xhtml,Two Basic Rules of Probability,HSS.CP.B.7,HSS.CP.B.7
346,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Use the rules of probability to compute probabilities of compound events.,title,,The Addition Rule,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:d3fae018-cdd8-4b0c-83ae-f2c8ca655f21.xhtml,The Addition Rule,HSS.CP.B.7,HSS.CP.B.7
347,Introductory Statistics,STATISTICS & PROBABILITY,Conditional Probability & the Rules of Probability,Use the rules of probability to compute probabilities of compound events.,example,,,,3.14,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/c4b474e4-4e3b-4232-b35c-2c3535bfae73@f8bc884:d3fae018-cdd8-4b0c-83ae-f2c8ca655f21.xhtml,,HSS.CP.B.7,HSS.CP.B.7
348,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,section,The Rectangular Coordinate Systems and Graphs,,,2.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:b64cdbd9-26f9-4dfc-99d2-ed5a9f99bae8.xhtml,The Rectangular Coordinate Systems and Graphs,HSG.CO.A.1,HSG.CO.A.1
